driving_record_id,policy_id,customer_id,vehicle_id,observation_month,driving_score,avg_trip_distance,trips_per_week,hard_brakes_count,rapid_acceleration_count,night_driving_pct,weekend_driving_pct,distracted_driving_flag,speeding_events_count,urban_driving_pct,highway_driving_pct,mileage_logged
DRV006154,POL00607,CUST00554,VEH00620,2025-07-01,65.0,9.43,1,13,10,0.251,0.602,0,11,0.568,0.476,1366.0
DRV006155,POL00607,CUST00554,VEH00620,2025-08-01,74.0,9.47,13,7,1,0.087,0.337,0,5,0.638,0.268,1006.0
DRV006156,POL00607,CUST00554,VEH00620,2025-10-01,87.0,7.57,9,7,5,0.373,0.52,0,7,0.678,0.293,1600.0
DRV006157,POL00607,CUST00554,VEH00620,2025-11-01,80.0,9.34,11,9,3,0.105,0.222,0,4,0.726,0.302,1484.0
DRV006158,POL00607,CUST00554,VEH00620,2025-12-01,63.0,13.17,10,13,10,0.375,0.872,1,6,0.827,0.285,1482.0
DRV006159,POL00608,CUST00555,VEH00621,2025-01-01,84.0,4.86,12,4,7,0.232,0.7,0,3,0.724,0.361,894.0
DRV006160,POL00608,CUST00555,VEH00621,2025-02-01,83.0,3.71,2,7,10,0.28,0.298,0,3,0.599,0.427,1359.0
DRV006161,POL00608,CUST00555,VEH00621,2025-03-01,83.0,12.51,12,10,5,0.18,0.368,0,8,0.571,0.403,1291.0
DRV006162,POL00608,CUST00555,VEH00621,2025-04-01,73.0,4.66,13,7,3,0.255,0.221,1,7,0.413,0.612,1074.0
DRV006163,POL00608,CUST00555,VEH00621,2025-05-01,89.0,8.74,7,8,5,0.263,0.099,0,3,0.568,0.473,1318.0
DRV006164,POL00608,CUST00555,VEH00621,2025-06-01,83.0,14.15,9,9,4,0.105,0.389,0,6,0.372,0.781,1390.0
DRV006165,POL00608,CUST00555,VEH00621,2025-07-01,77.0,22.24,3,6,9,0.102,0.337,0,1,0.701,0.366,1113.0
DRV006166,POL00608,CUST00555,VEH00621,2025-08-01,82.0,3.66,7,7,4,0.31,0.531,0,5,0.55,0.365,831.0
DRV006167,POL00608,CUST00555,VEH00621,2025-09-01,54.0,11.96,4,10,4,0.195,0.532,0,8,0.733,0.16,1141.0
DRV006168,POL00608,CUST00555,VEH00621,2025-10-01,76.0,9.15,5,7,10,0.258,0.411,0,5,0.48,0.522,1169.0
DRV006169,POL00608,CUST00555,VEH00621,2025-11-01,82.0,16.05,7,6,5,0.292,0.511,0,5,0.645,0.356,856.0
DRV006170,POL00608,CUST00555,VEH00621,2025-12-01,82.0,12.58,2,6,13,0.245,0.757,0,2,0.364,0.811,
DRV006171,POL00609,CUST00556,VEH00622,2025-01-01,69.0,18.78,8,11,14,0.212,0.303,0,5,0.707,0.268,1592.0
DRV006172,POL00609,CUST00556,VEH00622,2025-03-01,74.0,8.66,10,11,5,0.153,0.279,0,14,0.542,0.501,892.0
DRV006173,POL00609,CUST00556,VEH00622,2025-04-01,84.0,6.73,9,6,7,0.272,0.407,0,3,0.401,0.609,1126.0
DRV006174,POL00609,CUST00556,VEH00622,2025-05-01,71.0,19.81,10,6,7,0.238,0.492,0,16,0.593,0.454,859.0
DRV006175,POL00609,CUST00556,VEH00622,2025-07-01,83.0,17.01,6,7,8,0.272,0.304,0,5,0.577,0.457,425.0
DRV006176,POL00609,CUST00556,VEH00622,2025-08-01,83.0,10.35,10,5,2,0.177,0.325,0,3,0.577,0.337,1192.0
DRV006177,POL00609,CUST00556,VEH00622,2025-09-01,63.0,16.12,6,10,9,0.265,0.738,0,10,0.482,0.481,985.0
DRV006178,POL00609,CUST00556,VEH00622,2025-10-01,59.0,15.23,10,12,10,0.124,0.372,0,12,0.632,0.351,
DRV006179,POL00609,CUST00556,VEH00622,2025-11-01,78.0,12.24,7,8,9,0.292,0.31,0,5,0.414,0.495,1281.0
DRV006180,POL00609,CUST00556,VEH00622,2025-12-01,68.0,11.45,11,14,8,0.377,0.273,0,10,0.463,0.477,1148.0
DRV006181,POL00610,CUST00557,VEH00623,2025-01-01,90.0,10.99,6,8,9,0.125,0.554,0,2,0.375,0.585,1387.0
DRV006182,POL00610,CUST00557,VEH00623,2025-02-01,91.0,5.78,9,7,8,0.132,0.295,1,4,0.843,0.0,852.0
DRV006183,POL00610,CUST00557,VEH00623,2025-03-01,74.0,3.63,4,3,6,0.255,0.547,0,8,0.519,0.454,1650.0
DRV006184,POL00610,CUST00557,VEH00623,2025-04-01,75.0,20.24,8,10,5,0.11,0.463,1,8,0.309,0.749,1353.0
DRV006185,POL00610,CUST00557,VEH00623,2025-05-01,76.0,10.88,3,13,7,0.135,0.435,0,2,0.683,0.235,1434.0
DRV006186,POL00610,CUST00557,VEH00623,2025-06-01,81.0,12.31,7,7,5,0.187,0.371,0,1,0.59,0.552,
DRV006187,POL00610,CUST00557,VEH00623,2025-07-01,91.0,12.01,10,9,10,0.123,0.396,0,3,0.759,0.285,1398.0
DRV006188,POL00610,CUST00557,VEH00623,2025-08-01,70.0,3.31,7,26,12,0.104,0.287,0,4,0.655,0.239,1335.0
DRV006189,POL00610,CUST00557,VEH00623,2025-09-01,73.0,8.02,12,10,11,0.247,0.536,1,9,0.749,0.217,1062.0
DRV006190,POL00610,CUST00557,VEH00623,2025-10-01,81.0,8.26,10,5,5,0.089,0.346,0,4,0.48,0.435,1382.0
DRV006191,POL00610,CUST00557,VEH00623,2025-11-01,85.0,27.75,9,5,7,0.124,0.14,1,5,0.558,0.367,1241.0
DRV006192,POL00610,CUST00557,VEH00623,2025-12-01,80.0,20.96,4,7,6,0.096,0.73,0,4,0.55,0.384,1389.0
DRV006193,POL00611,CUST00558,VEH00624,2025-01-01,88.0,14.49,10,7,3,0.061,0.471,0,4,0.494,0.412,1267.0
DRV006194,POL00611,CUST00558,VEH00624,2025-02-01,83.0,13.14,4,7,5,0.061,0.567,0,1,0.402,0.653,634.0
DRV006195,POL00611,CUST00558,VEH00624,2025-03-01,83.0,9.59,9,4,12,0.263,0.292,1,6,0.874,0.053,958.0
DRV006196,POL00611,CUST00558,VEH00624,2025-04-01,74.0,4.04,10,7,3,0.055,0.281,0,7,0.717,0.272,1083.0
DRV006197,POL00611,CUST00558,VEH00624,2025-05-01,88.0,12.07,7,5,4,0.275,0.57,0,3,0.748,0.172,1078.0
DRV006198,POL00611,CUST00558,VEH00624,2025-06-01,82.0,10.99,7,8,5,0.317,0.493,0,6,0.822,0.227,552.0
DRV006199,POL00611,CUST00558,VEH00624,2025-07-01,75.0,1.5,11,7,3,0.276,0.533,0,10,0.548,0.444,929.0
DRV006200,POL00611,CUST00558,VEH00624,2025-09-01,93.0,10.43,4,8,6,0.347,0.612,0,4,0.486,0.548,990.0
DRV006201,POL00611,CUST00558,VEH00624,2025-10-01,69.0,13.81,5,11,10,0.096,0.232,0,11,0.606,0.51,1429.0
DRV006202,POL00611,CUST00558,VEH00624,2025-12-01,78.0,11.44,8,5,13,0.456,0.324,0,9,0.765,0.271,1183.0
DRV006203,POL00612,CUST00559,VEH00625,2025-01-01,88.0,13.43,6,8,4,0.22,0.313,0,4,0.46,0.557,865.0
DRV006204,POL00612,CUST00559,VEH00625,2025-02-01,65.0,12.15,2,11,6,0.127,0.614,0,8,0.501,0.501,744.0
DRV006205,POL00612,CUST00559,VEH00625,2025-03-01,77.0,17.39,5,8,6,0.386,0.166,1,4,0.467,0.466,892.0
DRV006206,POL00612,CUST00559,VEH00625,2025-04-01,83.0,13.38,8,6,8,0.325,0.74,0,6,0.753,0.13,677.0
DRV006207,POL00612,CUST00559,VEH00625,2025-05-01,78.0,12.02,11,8,8,0.157,0.462,0,4,0.42,0.527,1041.0
DRV006208,POL00612,CUST00559,VEH00625,2025-06-01,76.0,10.63,10,4,4,0.343,0.32,0,3,0.566,0.462,1254.0
DRV006209,POL00612,CUST00559,VEH00625,2025-07-01,77.0,5.03,5,7,7,0.136,0.289,0,8,0.649,0.463,673.0
DRV006210,POL00612,CUST00559,VEH00625,2025-08-01,62.0,7.03,3,13,8,0.213,0.41,0,8,0.372,0.603,876.0
DRV006211,POL00612,CUST00559,VEH00625,2025-09-01,75.0,8.86,8,12,6,0.23,0.462,0,9,0.643,0.276,892.0
DRV006212,POL00612,CUST00559,VEH00625,2025-10-01,96.0,18.63,5,9,4,0.172,0.827,0,3,0.745,0.145,1138.0
DRV006213,POL00612,CUST00559,VEH00625,2025-11-01,81.0,8.49,8,5,4,0.443,0.661,0,4,0.412,0.465,906.0
DRV006214,POL00612,CUST00559,VEH00625,2025-12-01,95.0,7.09,6,7,3,0.266,0.64,1,2,0.681,0.23,739.0
DRV006215,POL00613,CUST00560,VEH00626,2025-01-01,73.0,12.7,8,6,6,0.126,0.405,0,7,0.615,0.47,567.0
DRV006216,POL00613,CUST00560,VEH00626,2025-02-01,74.0,9.28,5,5,11,0.446,0.298,0,4,0.453,0.404,210.0
DRV006217,POL00613,CUST00560,VEH00626,2025-04-01,82.0,14.34,8,6,8,0.324,0.295,0,2,0.7,0.219,563.0
DRV006218,POL00613,CUST00560,VEH00626,2025-06-01,76.0,19.03,12,10,8,0.281,0.206,0,3,0.88,0.2,789.0
DRV006219,POL00613,CUST00560,VEH00626,2025-08-01,66.0,11.92,5,12,14,0.261,0.346,0,9,0.571,0.428,391.0
DRV006220,POL00613,CUST00560,VEH00626,2025-09-01,72.0,8.9,7,6,2,0.253,0.472,0,10,0.493,0.499,
DRV006221,POL00613,CUST00560,VEH00626,2025-10-01,73.0,8.83,3,4,5,0.182,0.061,0,11,0.573,0.378,527.0
DRV006222,POL00613,CUST00560,VEH00626,2025-12-01,84.0,21.01,10,5,7,0.629,0.16,0,4,0.753,0.227,1175.0
DRV006223,POL00614,CUST00561,VEH00627,2025-01-01,83.0,10.58,10,3,5,0.347,0.919,0,3,0.479,0.595,1575.0
DRV006224,POL00614,CUST00561,VEH00627,2025-02-01,78.0,13.58,6,7,4,0.492,0.714,1,4,0.72,0.253,1288.0
DRV006225,POL00614,CUST00561,VEH00627,2025-03-01,74.0,19.64,5,9,7,0.338,0.384,0,7,0.666,0.46,817.0
DRV006226,POL00614,CUST00561,VEH00627,2025-06-01,78.0,12.89,1,6,4,0.075,0.727,0,3,0.658,0.4,681.0
DRV006227,POL00614,CUST00561,VEH00627,2025-07-01,68.0,19.05,6,15,7,0.212,0.679,0,12,0.725,0.344,937.0
DRV006228,POL00614,CUST00561,VEH00627,2025-10-01,92.0,4.69,8,9,6,0.082,0.591,0,5,0.87,0.088,1189.0
DRV006229,POL00614,CUST00561,VEH00627,2025-11-01,80.0,10.51,7,12,5,0.374,0.422,0,3,0.822,0.219,1224.0
DRV006230,POL00614,CUST00561,VEH00627,2025-12-01,71.0,6.32,3,10,6,0.163,0.454,0,11,0.745,0.285,1167.0
DRV006231,POL00615,CUST00562,VEH00628,2025-01-01,81.0,2.13,3,7,6,0.228,0.222,0,5,0.21,0.754,1789.0
DRV006232,POL00615,CUST00562,VEH00628,2025-02-01,70.0,17.29,4,8,7,0.212,0.313,0,6,0.493,0.531,1775.0
DRV006233,POL00615,CUST00562,VEH00628,2025-03-01,73.0,14.46,7,7,9,0.163,0.205,0,9,0.756,0.151,1288.0
DRV006234,POL00615,CUST00562,VEH00628,2025-04-01,76.0,19.67,9,9,10,0.035,0.417,1,4,0.523,0.507,1576.0
DRV006235,POL00615,CUST00562,VEH00628,2025-05-01,74.0,14.89,6,6,7,0.23,0.4,0,6,0.593,0.487,2323.0
DRV006236,POL00615,CUST00562,VEH00628,2025-06-01,77.0,25.91,9,6,3,0.209,0.112,0,7,0.48,0.511,1732.0
DRV006237,POL00615,CUST00562,VEH00628,2025-07-01,77.0,12.39,9,10,9,0.094,0.326,0,4,0.853,0.164,1728.0
DRV006238,POL00615,CUST00562,VEH00628,2025-08-01,78.0,10.15,11,7,4,0.151,0.12,0,7,0.77,0.259,1638.0
DRV006239,POL00615,CUST00562,VEH00628,2025-09-01,79.0,10.98,6,5,3,0.184,0.523,0,5,0.779,0.288,1989.0
DRV006240,POL00615,CUST00562,VEH00628,2025-10-01,74.0,1.5,13,10,11,0.161,0.746,0,12,0.8,0.135,1867.0
DRV006241,POL00615,CUST00562,VEH00628,2025-11-01,71.0,5.82,7,5,7,0.398,0.494,0,15,0.63,0.444,1512.0
DRV006242,POL00615,CUST00562,VEH00628,2025-12-01,89.0,11.83,9,3,5,0.156,0.289,1,4,0.381,0.524,1386.0
DRV006243,POL00616,CUST00562,VEH00629,2025-01-01,78.0,12.06,9,5,6,0.128,0.523,1,1,0.554,0.451,1396.0
DRV006244,POL00616,CUST00562,VEH00629,2025-02-01,72.0,11.99,6,7,6,0.166,0.294,0,8,0.429,0.517,1175.0
DRV006245,POL00616,CUST00562,VEH00629,2025-03-01,73.0,16.3,5,10,6,0.3,0.63,0,9,0.58,0.542,1190.0
DRV006246,POL00616,CUST00562,VEH00629,2025-04-01,67.0,11.81,8,15,10,0.376,0.21,1,11,0.908,0.106,1136.0
DRV006247,POL00616,CUST00562,VEH00629,2025-05-01,73.0,17.28,8,15,5,0.351,0.232,0,9,0.62,0.503,1747.0
DRV006248,POL00616,CUST00562,VEH00629,2025-07-01,80.0,10.2,9,3,4,0.171,0.252,0,3,0.651,0.26,1170.0
DRV006249,POL00616,CUST00562,VEH00629,2025-08-01,86.0,21.39,9,2,8,0.235,0.193,0,9,0.425,0.618,1683.0
DRV006250,POL00616,CUST00562,VEH00629,2025-09-01,77.0,12.02,7,6,5,0.073,0.329,0,1,0.874,0.204,1526.0
DRV006251,POL00617,CUST00563,VEH00630,2025-01-01,70.0,10.35,6,14,15,0.293,0.388,0,15,0.805,0.151,1358.0
DRV006252,POL00617,CUST00563,VEH00630,2025-02-01,76.0,5.18,5,7,7,0.322,0.595,0,5,0.756,0.161,1241.0
DRV006253,POL00617,CUST00563,VEH00630,2025-03-01,72.0,1.5,7,3,9,0.079,0.674,0,10,0.914,0.167,1525.0
DRV006254,POL00617,CUST00563,VEH00630,2025-04-01,65.0,18.75,8,8,10,0.252,0.46,1,5,0.614,0.551,
DRV006255,POL00617,CUST00563,VEH00630,2025-05-01,77.0,16.89,2,5,3,0.196,0.181,0,2,0.443,0.554,1443.0
DRV006256,POL00617,CUST00563,VEH00630,2025-06-01,61.0,19.14,5,8,12,0.388,0.618,0,7,0.492,0.49,1744.0
DRV006257,POL00617,CUST00563,VEH00630,2025-07-01,84.0,7.03,9,6,5,0.221,0.677,0,3,0.819,0.277,1670.0
DRV006258,POL00617,CUST00563,VEH00630,2025-08-01,92.0,14.49,9,3,8,0.171,0.42,0,2,0.794,0.315,1426.0
DRV006259,POL00617,CUST00563,VEH00630,2025-09-01,77.0,11.72,9,4,7,0.057,0.483,0,3,0.75,0.283,1035.0
DRV006260,POL00617,CUST00563,VEH00630,2025-10-01,81.0,11.57,7,4,8,0.238,0.159,0,3,0.342,0.623,1794.0
DRV006261,POL00617,CUST00563,VEH00630,2025-11-01,76.0,21.96,10,5,7,0.288,0.485,0,3,0.675,0.42,1526.0
DRV006262,POL00617,CUST00563,VEH00630,2025-12-01,66.0,16.43,3,8,8,0.331,0.415,1,9,0.601,0.387,1771.0
DRV006263,POL00618,CUST00564,VEH00631,2025-01-01,72.0,11.71,7,7,8,0.123,0.617,0,5,0.732,0.34,804.0
DRV006264,POL00618,CUST00564,VEH00631,2025-02-01,89.0,18.05,8,11,13,0.305,0.434,0,5,0.814,0.115,794.0
DRV006265,POL00618,CUST00564,VEH00631,2025-03-01,81.0,7.78,7,9,3,0.178,0.746,0,3,0.533,0.56,630.0
DRV006266,POL00618,CUST00564,VEH00631,2025-04-01,83.0,7.25,7,6,5,0.185,0.19,0,5,0.566,0.375,828.0
DRV006267,POL00618,CUST00564,VEH00631,2025-05-01,80.0,17.93,3,7,8,0.302,0.188,0,6,0.833,0.243,534.0
DRV006268,POL00618,CUST00564,VEH00631,2025-06-01,81.0,10.77,8,6,4,0.285,0.279,1,8,0.4,0.517,649.0
DRV006269,POL00618,CUST00564,VEH00631,2025-07-01,68.0,2.39,8,13,8,0.398,0.579,0,7,0.9,0.102,538.0
DRV006270,POL00618,CUST00564,VEH00631,2025-08-01,80.0,13.67,7,4,4,0.067,0.434,1,4,0.563,0.41,972.0
DRV006271,POL00618,CUST00564,VEH00631,2025-09-01,81.0,5.89,4,2,8,0.056,0.279,0,7,0.475,0.426,1122.0
DRV006272,POL00618,CUST00564,VEH00631,2025-10-01,72.0,13.59,13,8,7,0.286,0.181,1,6,0.559,0.495,
DRV006273,POL00618,CUST00564,VEH00631,2025-11-01,82.0,5.5,11,10,3,0.118,0.376,0,5,0.682,0.268,1002.0
DRV006274,POL00618,CUST00564,VEH00631,2025-12-01,68.0,16.95,7,18,4,0.461,0.363,0,5,0.668,0.353,380.0
DRV006275,POL00619,CUST00564,VEH00632,2025-02-01,69.0,5.36,8,10,14,0.145,0.341,0,7,0.656,0.336,2069.0
DRV006276,POL00619,CUST00564,VEH00632,2025-04-01,87.0,9.52,3,4,2,0.123,0.169,0,3,0.803,0.011,2039.0
DRV006277,POL00619,CUST00564,VEH00632,2025-08-01,67.0,20.94,4,12,12,0.38,0.596,0,4,0.576,0.323,1648.0
DRV006278,POL00619,CUST00564,VEH00632,2025-09-01,84.0,17.07,1,5,7,0.221,0.558,0,4,0.787,0.169,2055.0
DRV006279,POL00619,CUST00564,VEH00632,2025-10-01,89.0,4.21,1,7,7,0.361,0.132,0,3,0.784,0.299,
DRV006280,POL00619,CUST00564,VEH00632,2025-11-01,76.0,6.3,10,8,4,0.458,0.292,0,3,0.573,0.528,2086.0
DRV006281,POL00620,CUST00565,VEH00633,2025-02-01,82.0,6.88,5,11,8,0.179,0.359,1,6,0.774,0.125,767.0
DRV006282,POL00620,CUST00565,VEH00633,2025-03-01,66.0,13.54,4,13,11,0.397,0.302,0,9,0.438,0.63,717.0
DRV006283,POL00620,CUST00565,VEH00633,2025-04-01,82.0,16.2,8,5,4,0.444,0.207,1,6,0.708,0.374,586.0
DRV006284,POL00620,CUST00565,VEH00633,2025-05-01,81.0,7.88,9,9,6,0.222,0.703,1,5,0.201,0.644,696.0
DRV006285,POL00620,CUST00565,VEH00633,2025-07-01,82.0,19.46,6,13,8,0.154,0.723,0,6,0.849,0.095,796.0
DRV006286,POL00620,CUST00565,VEH00633,2025-09-01,88.0,18.65,9,7,6,0.034,0.589,0,5,0.585,0.508,657.0
DRV006287,POL00620,CUST00565,VEH00633,2025-10-01,76.0,9.39,3,9,7,0.036,0.247,0,3,0.687,0.277,275.0
DRV006288,POL00620,CUST00565,VEH00633,2025-11-01,75.0,6.59,6,11,4,0.346,0.539,0,8,0.781,0.18,580.0
DRV006289,POL00621,CUST00566,VEH00634,2025-01-01,91.0,16.72,9,7,6,0.669,0.501,0,0,0.64,0.32,1020.0
DRV006290,POL00621,CUST00566,VEH00634,2025-02-01,75.0,10.81,8,6,5,0.418,0.343,1,9,0.735,0.196,517.0
DRV006291,POL00621,CUST00566,VEH00634,2025-03-01,84.0,12.7,8,8,10,0.098,0.413,0,3,0.839,0.165,782.0
DRV006292,POL00621,CUST00566,VEH00634,2025-04-01,76.0,16.41,7,10,6,0.711,0.736,1,6,0.64,0.327,728.0
DRV006293,POL00621,CUST00566,VEH00634,2025-05-01,76.0,8.05,8,5,3,0.214,0.389,0,7,0.792,0.224,1312.0
DRV006294,POL00621,CUST00566,VEH00634,2025-06-01,82.0,4.98,8,11,8,0.317,0.279,1,5,0.695,0.469,790.0
DRV006295,POL00621,CUST00566,VEH00634,2025-07-01,89.0,8.79,10,9,6,0.178,0.519,0,2,0.613,0.35,949.0
DRV006296,POL00621,CUST00566,VEH00634,2025-08-01,80.0,14.44,7,10,4,0.364,0.372,0,4,0.84,0.245,888.0
DRV006297,POL00621,CUST00566,VEH00634,2025-09-01,90.0,10.43,6,7,4,0.189,0.336,1,4,0.501,0.502,799.0
DRV006298,POL00621,CUST00566,VEH00634,2025-10-01,80.0,20.89,4,4,4,0.224,0.287,0,6,0.44,0.58,
DRV006299,POL00621,CUST00566,VEH00634,2025-11-01,85.0,5.09,5,7,5,0.476,0.599,1,3,0.879,0.0,978.0
DRV006300,POL00621,CUST00566,VEH00634,2025-12-01,77.0,3.72,9,6,3,0.21,0.311,0,4,0.751,0.289,1314.0
DRV006301,POL00622,CUST00567,VEH00635,2025-01-01,93.0,3.55,11,7,6,0.266,0.273,0,3,0.57,0.429,
DRV006302,POL00622,CUST00567,VEH00635,2025-02-01,81.0,22.33,9,9,10,0.287,0.398,0,0,0.529,0.63,533.0
DRV006303,POL00622,CUST00567,VEH00635,2025-03-01,89.0,11.48,8,7,1,0.122,0.762,0,6,0.404,0.495,289.0
DRV006304,POL00622,CUST00567,VEH00635,2025-04-01,79.0,11.84,9,4,3,0.45,0.29,0,1,0.396,0.576,357.0
DRV006305,POL00622,CUST00567,VEH00635,2025-05-01,76.0,7.1,10,6,9,0.375,0.605,0,5,0.725,0.446,64.0
DRV006306,POL00622,CUST00567,VEH00635,2025-06-01,88.0,3.27,9,7,6,0.126,0.68,0,4,0.931,0.121,100.0
DRV006307,POL00622,CUST00567,VEH00635,2025-07-01,90.0,7.56,4,9,5,0.24,0.225,0,7,0.832,0.296,147.0
DRV006308,POL00622,CUST00567,VEH00635,2025-08-01,71.0,8.08,7,5,4,0.204,0.273,0,8,0.61,0.365,416.0
DRV006309,POL00622,CUST00567,VEH00635,2025-09-01,81.0,13.96,7,7,6,0.309,0.156,0,7,0.726,0.205,130.0
DRV006310,POL00622,CUST00567,VEH00635,2025-10-01,67.0,11.25,6,13,14,0.117,0.471,1,13,0.525,0.42,341.0
DRV006311,POL00622,CUST00567,VEH00635,2025-11-01,86.0,10.64,6,9,7,0.384,0.398,0,7,0.399,0.619,493.0
DRV006312,POL00622,CUST00567,VEH00635,2025-12-01,89.0,16.46,6,7,7,0.329,0.301,1,4,0.668,0.212,50.0
DRV006313,POL00623,CUST00568,VEH00636,2025-02-01,70.0,1.5,2,17,6,0.148,0.33,0,12,0.818,0.038,1859.0
DRV006314,POL00623,CUST00568,VEH00636,2025-03-01,77.0,6.17,8,7,9,0.301,0.194,0,4,0.573,0.285,1568.0
DRV006315,POL00623,CUST00568,VEH00636,2025-04-01,95.0,15.99,5,7,6,0.11,0.158,0,3,0.682,0.329,1469.0
DRV006316,POL00623,CUST00568,VEH00636,2025-05-01,62.0,13.29,5,10,7,0.299,0.576,0,2,0.639,0.305,1410.0
DRV006317,POL00623,CUST00568,VEH00636,2025-06-01,74.0,6.23,3,4,4,0.284,0.635,0,14,0.751,0.209,1232.0
DRV006318,POL00623,CUST00568,VEH00636,2025-09-01,59.0,10.14,7,12,5,0.441,0.275,0,5,0.865,0.126,1874.0
DRV006319,POL00623,CUST00568,VEH00636,2025-10-01,72.0,11.12,5,7,3,0.161,0.396,0,6,0.852,0.238,1444.0
DRV006320,POL00623,CUST00568,VEH00636,2025-12-01,70.0,10.26,8,24,9,0.202,0.632,0,11,0.691,0.268,1581.0
DRV006321,POL00624,CUST00569,VEH00637,2025-01-01,79.0,14.4,13,6,7,0.355,0.666,1,6,0.514,0.428,1720.0
DRV006322,POL00624,CUST00569,VEH00637,2025-03-01,67.0,7.94,8,13,9,0.309,0.468,0,10,0.721,0.162,722.0
DRV006323,POL00624,CUST00569,VEH00637,2025-06-01,76.0,14.45,11,6,8,0.09,0.463,0,5,0.68,0.371,1088.0
DRV006324,POL00624,CUST00569,VEH00637,2025-07-01,73.0,15.84,11,5,3,0.153,0.225,0,8,0.49,0.456,1652.0
DRV006325,POL00624,CUST00569,VEH00637,2025-08-01,70.0,5.56,10,9,13,0.243,0.531,0,9,0.585,0.613,1486.0
DRV006326,POL00624,CUST00569,VEH00637,2025-10-01,76.0,8.43,6,4,8,0.245,0.112,0,6,0.148,0.731,1464.0
DRV006327,POL00624,CUST00569,VEH00637,2025-11-01,88.0,11.97,7,10,9,0.283,0.218,0,4,0.568,0.32,1630.0
DRV006328,POL00624,CUST00569,VEH00637,2025-12-01,70.0,16.81,5,11,2,0.226,0.677,0,9,0.566,0.506,1394.0
DRV006329,POL00625,CUST00570,VEH00638,2025-01-01,81.0,6.52,11,10,3,0.189,0.63,0,7,0.668,0.241,1083.0
DRV006330,POL00625,CUST00570,VEH00638,2025-02-01,70.0,10.12,2,8,11,0.69,0.318,1,10,0.327,0.76,1695.0
DRV006331,POL00625,CUST00570,VEH00638,2025-03-01,76.0,12.92,11,11,9,0.255,0.432,1,4,0.526,0.588,1154.0
DRV006332,POL00625,CUST00570,VEH00638,2025-04-01,75.0,4.98,10,4,5,0.161,0.56,0,7,0.629,0.275,1367.0
DRV006333,POL00625,CUST00570,VEH00638,2025-05-01,79.0,9.79,10,8,7,0.086,0.062,0,3,0.483,0.667,1509.0
DRV006334,POL00625,CUST00570,VEH00638,2025-06-01,65.0,9.96,3,12,13,0.083,0.338,0,9,0.739,0.239,1189.0
DRV006335,POL00625,CUST00570,VEH00638,2025-07-01,81.0,11.09,3,5,6,0.183,0.535,0,4,0.433,0.582,1450.0
DRV006336,POL00625,CUST00570,VEH00638,2025-10-01,64.0,9.83,9,16,11,0.271,0.385,0,7,0.414,0.56,1395.0
DRV006337,POL00625,CUST00570,VEH00638,2025-11-01,74.0,6.67,7,7,6,0.1,0.603,0,7,0.413,0.626,1369.0
DRV006338,POL00625,CUST00570,VEH00638,2025-12-01,96.0,11.77,4,8,6,0.059,0.159,0,7,0.494,0.633,1060.0
DRV006339,POL00626,CUST00571,VEH00639,2025-01-01,83.0,14.05,1,5,2,0.25,0.627,0,3,0.284,0.696,812.0
DRV006340,POL00626,CUST00571,VEH00639,2025-02-01,68.0,12.69,5,16,10,0.183,0.205,0,7,0.75,0.257,1118.0
DRV006341,POL00626,CUST00571,VEH00639,2025-03-01,83.0,15.82,8,8,9,0.356,0.405,0,4,0.73,0.358,1023.0
DRV006342,POL00626,CUST00571,VEH00639,2025-04-01,94.0,11.69,6,8,7,0.734,0.471,0,4,0.846,0.133,1112.0
DRV006343,POL00626,CUST00571,VEH00639,2025-05-01,73.0,6.76,4,5,6,0.077,0.456,0,10,0.821,0.145,688.0
DRV006344,POL00626,CUST00571,VEH00639,2025-06-01,77.0,3.69,5,9,8,0.168,0.833,0,5,0.516,0.529,
DRV006345,POL00626,CUST00571,VEH00639,2025-07-01,83.0,8.02,5,2,6,0.045,0.208,0,4,0.54,0.486,875.0
DRV006346,POL00626,CUST00571,VEH00639,2025-08-01,76.0,8.62,9,7,7,0.399,0.295,0,2,0.442,0.574,922.0
DRV006347,POL00626,CUST00571,VEH00639,2025-09-01,70.0,9.88,7,19,7,0.044,0.538,0,5,0.532,0.5,1154.0
DRV006348,POL00626,CUST00571,VEH00639,2025-10-01,78.0,4.29,6,6,11,0.221,0.416,1,2,0.249,0.769,
DRV006349,POL00626,CUST00571,VEH00639,2025-11-01,87.0,6.57,7,6,8,0.037,0.285,0,5,0.588,0.392,908.0
DRV006350,POL00626,CUST00571,VEH00639,2025-12-01,71.0,8.32,7,8,3,0.266,0.404,0,10,0.609,0.256,947.0
DRV006351,POL00627,CUST00572,VEH00640,2025-02-01,76.0,15.88,10,10,8,0.119,0.19,0,6,0.696,0.381,
DRV006352,POL00627,CUST00572,VEH00640,2025-03-01,68.0,16.13,4,11,8,0.349,0.452,0,5,0.735,0.325,1719.0
DRV006353,POL00627,CUST00572,VEH00640,2025-06-01,74.0,6.29,9,5,7,0.109,0.452,0,10,0.739,0.391,2141.0
DRV006354,POL00627,CUST00572,VEH00640,2025-08-01,63.0,12.28,4,5,11,0.088,0.663,0,7,0.486,0.452,1851.0
DRV006355,POL00627,CUST00572,VEH00640,2025-10-01,79.0,21.2,7,7,11,0.298,0.332,0,4,0.63,0.235,1987.0
